yas;yipranma;is_seyahati;gunluk_oran;departman;evden_uzaklik;egitim;egitim_alani;calisan_sayisi;calisan_no;cevre_memnuniyeti;cinsiyet;saatlik_ucret;is_katilimi;meslek_seviyesi;is_rolu;is_memnuniyeti;medeni_hal;aylik_gelir;aylik_oran;kidem;18_ustu;mesai;maas_zam_yuzde;performans_degerlendirmesi;iliski_memnuniyeti;standart_saatler;stok_opsiyon_seviyesi;toplam_calisma_yili;gecen_sene_egitim_sureleri;is_yasam_dengesi;sirkette_yil;mevcut_rolde_yil;son_promosyondan-buyana_gecen_yil;mevcut_yonetici_ile_yil
50;Hayir;Surekli;1234;Arastirma Gelistirme;20;5;Tip;1;1606;2;Erkek;41;3;4;Saglik IsleriTemsilcisi;3;Evli;11245;20689;2;Y;Evet;15;3;3;80;1;32;3;3;30;8;12;13
32;Hayir;Bazen;634;Arastirma Gelistirme;5;4;Diger;1;1607;2;Kadin;35;4;1;Arastirmaci;4;Evli;3312;18783;3;Y;Hayir;17;3;4;80;2;6;3;3;3;2;0;2
44;Hayir;Bazen;1313;Arastirma Gelistirme;7;3;Tip;1;1608;2;Kadin;31;3;5;Arastirma Direktoru;4;Bosanmis;19049;3549;0;Y;Evet;14;3;4;80;1;23;4;2;22;7;1;10
30;Hayir;Bazen;241;Arastirma Gelistirme;7;3;Tip;1;1609;2;Erkek;48;2;1;Arastirmaci;2;Evli;2141;5348;1;Y;Hayir;12;3;2;80;1;6;3;2;6;4;1;1
45;Hayir;Bazen;1015;Arastirma Gelistirme;5;5;Tip;1;1611;3;Kadin;50;1;2;Lobarant;1;Bekar;5769;23447;1;Y;Evet;14;3;1;80;0;10;3;3;10;7;1;4
45;Hayir;Hic;336;Satis;26;3;Pazarlama;1;1612;1;Erkek;52;2;2;Satis Yoneticisi;1;Evli;4385;24162;1;Y;Hayir;15;3;1;80;1;10;2;3;10;7;4;5
31;Hayir;Surekli;715;Satis;2;4;Diger;1;1613;4;Erkek;54;3;2;Satis Yoneticisi;1;Bekar;5332;21602;7;Y;Hayir;13;3;4;80;0;10;3;3;5;2;0;3
36;Hayir;Bazen;559;Arastirma Gelistirme;12;4;Fen;1;1614;3;Kadin;76;3;2;Uretim Direktoru;3;Evli;4663;12421;9;Y;Evet;12;3;2;80;2;7;2;3;3;2;1;1
34;Hayir;Surekli;426;Arastirma Gelistirme;10;4;Fen;1;1615;3;Erkek;42;4;2;Uretim Direktoru;4;Bosanmis;4724;17000;1;Y;Hayir;13;3;1;80;1;9;3;3;9;7;7;2
49;Hayir;Bazen;722;Arastirma Gelistirme;25;4;Fen;1;1617;3;Kadin;84;3;1;Lobarant;1;Evli;3211;22102;1;Y;Hayir;14;3;4;80;1;10;3;2;9;6;1;4
39;Hayir;Bazen;1387;Arastirma Gelistirme;10;5;Tip;1;1618;2;Erkek;76;3;2;Uretim Direktoru;1;Evli;5377;3835;2;Y;Hayir;13;3;4;80;3;10;3;3;7;7;7;7
27;Hayir;Bazen;1302;Arastirma Gelistirme;19;3;Diger;1;1619;4;Erkek;67;2;1;Lobarant;1;Bosanmis;4066;16290;1;Y;Hayir;11;3;1;80;2;7;3;3;7;7;0;7
35;Hayir;Bazen;819;Arastirma Gelistirme;18;5;Fen;1;1621;2;Erkek;48;4;2;Arastirmaci;1;Evli;5208;26312;1;Y;Hayir;11;3;4;80;0;16;2;3;16;15;1;10
28;Hayir;Bazen;580;Arastirma Gelistirme;27;3;Tip;1;1622;2;Kadin;39;1;2;Uretim Direktoru;1;Bosanmis;4877;20460;0;Y;Hayir;21;4;2;80;1;6;5;2;5;3;0;0
21;Hayir;Bazen;546;Arastirma Gelistirme;5;1;Tip;1;1623;3;Erkek;97;3;1;Arastirmaci;4;Bekar;3117;26009;1;Y;Hayir;18;3;3;80;0;3;2;3;2;2;2;2
18;Evet;Surekli;544;Satis;3;2;Tip;1;1624;2;Kadin;70;3;1;Satis Temsilcisi;4;Bekar;1569;18420;1;Y;Evet;12;3;3;80;0;0;2;4;0;0;0;0
47;Hayir;Bazen;1176;Insan Kaynaklari;26;4;Fen;1;1625;4;Kadin;98;3;5;Yonetici;3;Evli;19658;5220;3;Y;Hayir;11;3;3;80;1;27;2;3;5;2;1;0
39;Hayir;Bazen;170;Arastirma Gelistirme;3;2;Tip;1;1627;3;Erkek;76;2;2;Lobarant;3;Bosanmis;3069;10302;0;Y;Hayir;15;3;4;80;1;11;3;3;10;8;0;7
40;Hayir;Bazen;884;Arastirma Gelistirme;15;3;Fen;1;1628;1;Kadin;80;2;3;Uretim Direktoru;3;Evli;10435;25800;1;Y;Hayir;13;3;4;80;2;18;2;3;18;15;14;12
35;Hayir;Hic;208;Arastirma Gelistirme;8;4;Fen;1;1630;3;Kadin;52;3;2;Saglik IsleriTemsilcisi;3;Evli;4148;12250;1;Y;Hayir;12;3;4;80;1;15;5;3;14;11;2;9
37;Hayir;Bazen;671;Arastirma Gelistirme;19;3;Fen;1;1631;3;Erkek;85;3;2;Uretim Direktoru;3;Evli;5768;26493;3;Y;Hayir;17;3;1;80;3;9;2;2;4;3;0;2
39;Hayir;Surekli;711;Arastirma Gelistirme;4;3;Tip;1;1633;1;Kadin;81;3;2;Uretim Direktoru;3;Bekar;5042;3140;0;Y;Hayir;13;3;4;80;0;10;2;1;9;2;3;8
45;Hayir;Bazen;1329;Arastirma Gelistirme;2;2;Diger;1;1635;4;Kadin;59;2;2;Uretim Direktoru;4;Bosanmis;5770;5388;1;Y;Hayir;19;3;1;80;2;10;3;3;10;7;3;9
38;Hayir;Bazen;397;Arastirma Gelistirme;2;2;Tip;1;1638;4;Kadin;54;2;3;Uretim Direktoru;3;Evli;7756;14199;3;Y;Evet;19;3;4;80;1;10;6;4;5;4;0;2
35;Evet;Bazen;737;Satis;10;3;Tip;1;1639;4;Erkek;55;2;3;Satis Yoneticisi;1;Evli;10306;21530;9;Y;Hayir;17;3;3;80;0;15;3;3;13;12;6;0
37;Hayir;Bazen;1470;Arastirma Gelistirme;10;3;Tip;1;1640;2;Kadin;71;3;1;Arastirmaci;2;Evli;3936;9953;1;Y;Hayir;11;3;1;80;1;8;2;1;8;4;7;7
40;Hayir;Bazen;448;Arastirma Gelistirme;16;3;Fen;1;1641;3;Kadin;84;3;3;Uretim Direktoru;4;Bekar;7945;19948;6;Y;Evet;15;3;4;80;0;18;2;2;4;2;3;3
44;Hayir;Surekli;602;Insan Kaynaklari;1;5;Insan Kaynaklari;1;1642;1;Erkek;37;3;2;Insan Kaynaklari;4;Evli;5743;10503;4;Y;Evet;11;3;3;80;0;14;3;3;10;7;0;2
48;Hayir;Surekli;365;Arastirma Gelistirme;4;5;Tip;1;1644;3;Erkek;89;2;4;Yonetici;4;Evli;15202;5602;2;Y;Hayir;25;4;2;80;1;23;3;3;2;2;2;2
35;Evet;Bazen;763;Satis;15;2;Tip;1;1645;1;Erkek;59;1;2;Satis Yoneticisi;4;Bosanmis;5440;22098;6;Y;Evet;14;3;4;80;2;7;2;2;2;2;2;2
24;Hayir;Surekli;567;Arastirma Gelistirme;2;1;Teknik;1;1646;1;Kadin;32;3;1;Arastirmaci;4;Bekar;3760;17218;1;Y;Evet;13;3;3;80;0;6;2;3;6;3;1;3
27;Hayir;Bazen;486;Arastirma Gelistirme;8;3;Tip;1;1647;2;Kadin;86;4;1;Arastirmaci;3;Evli;3517;22490;7;Y;Hayir;17;3;1;80;0;5;0;3;3;2;0;2
27;Hayir;Surekli;591;Arastirma Gelistirme;2;3;Tip;1;1648;4;Erkek;87;3;1;Arastirmaci;4;Bekar;2580;6297;2;Y;Hayir;13;3;3;80;0;6;0;2;4;2;1;2
40;Evet;Bazen;1329;Arastirma Gelistirme;7;3;Fen;1;1649;1;Erkek;73;3;1;Lobarant;1;Bekar;2166;3339;3;Y;Evet;14;3;2;80;0;10;3;1;4;2;0;3
29;Hayir;Bazen;469;Satis;10;3;Tip;1;1650;3;Erkek;42;2;2;Satis Yoneticisi;3;Bekar;5869;23413;9;Y;Hayir;11;3;3;80;0;8;2;3;5;2;1;4
36;Hayir;Bazen;711;Arastirma Gelistirme;5;4;Fen;1;1651;2;Kadin;42;3;3;Saglik IsleriTemsilcisi;1;Evli;8008;22792;4;Y;Hayir;12;3;3;80;2;9;6;3;3;2;0;2
25;Hayir;Surekli;772;Arastirma Gelistirme;2;1;Fen;1;1653;4;Erkek;77;4;2;Uretim Direktoru;3;Bosanmis;5206;4973;1;Y;Hayir;17;3;3;80;2;7;6;3;7;7;0;7
39;Hayir;Bazen;492;Arastirma Gelistirme;12;3;Tip;1;1654;4;Erkek;66;3;2;Uretim Direktoru;2;Evli;5295;7693;4;Y;Hayir;21;4;3;80;0;7;3;3;5;4;1;0
49;Hayir;Bazen;301;Arastirma Gelistirme;22;4;Diger;1;1655;1;Kadin;72;3;4;Arastirma Direktoru;2;Evli;16413;3498;3;Y;Hayir;16;3;2;80;2;27;2;3;4;2;1;2
50;Hayir;Bazen;813;Arastirma Gelistirme;17;5;Fen;1;1656;4;Kadin;50;2;3;Arastirma Direktoru;1;Bosanmis;13269;21981;5;Y;Hayir;15;3;3;80;3;19;3;3;14;11;1;11
20;Hayir;Bazen;1141;Satis;2;3;Tip;1;1657;3;Kadin;31;3;1;Satis Temsilcisi;3;Bekar;2783;13251;1;Y;Hayir;19;3;1;80;0;2;3;3;2;2;2;2
34;Hayir;Bazen;1130;Arastirma Gelistirme;3;3;Fen;1;1658;4;Kadin;66;3;2;Arastirmaci;2;Bosanmis;5433;19332;1;Y;Hayir;12;3;3;80;1;11;2;3;11;8;7;9
36;Hayir;Bazen;311;Arastirma Gelistirme;7;3;Fen;1;1659;1;Erkek;77;3;1;Lobarant;2;Bekar;2013;10950;2;Y;Hayir;11;3;3;80;0;15;4;3;4;3;1;3
49;Hayir;Bazen;465;Arastirma Gelistirme;6;1;Fen;1;1661;3;Kadin;41;2;4;Saglik IsleriTemsilcisi;3;Evli;13966;11652;2;Y;Evet;19;3;2;80;1;30;3;3;15;11;2;12
36;Hayir;Hic;894;Arastirma Gelistirme;1;4;Tip;1;1662;4;Kadin;33;2;2;Uretim Direktoru;3;Evli;4374;15411;0;Y;Hayir;15;3;3;80;0;4;6;3;3;2;1;2
36;Hayir;Bazen;1040;Arastirma Gelistirme;3;2;Fen;1;1664;4;Erkek;79;4;2;Saglik IsleriTemsilcisi;1;Bosanmis;6842;26308;6;Y;Hayir;20;4;1;80;1;13;3;3;5;4;0;4
54;Hayir;Bazen;584;Arastirma Gelistirme;22;5;Tip;1;1665;2;Kadin;91;3;4;Yonetici;3;Evli;17426;18685;3;Y;Hayir;25;4;3;80;1;36;6;3;10;8;4;7
43;Hayir;Bazen;1291;Arastirma Gelistirme;15;2;Fen;1;1666;3;Erkek;65;2;4;Arastirma Direktoru;3;Evli;17603;3525;1;Y;Hayir;24;4;1;80;1;14;3;3;14;10;6;11
35;Evet;Surekli;880;Satis;12;4;Diger;1;1667;4;Erkek;36;3;2;Satis Yoneticisi;4;Bekar;4581;10414;3;Y;Evet;24;4;1;80;0;13;2;4;11;9;6;7
38;Hayir;Surekli;1189;Arastirma Gelistirme;1;3;Fen;1;1668;4;Erkek;90;3;2;Arastirmaci;4;Evli;4735;9867;7;Y;Hayir;15;3;4;80;2;19;4;4;13;11;2;9
29;Hayir;Bazen;991;Satis;5;3;Tip;1;1669;1;Erkek;43;2;2;Satis Yoneticisi;2;Bosanmis;4187;3356;1;Y;Evet;13;3;2;80;1;10;3;2;10;0;0;9
33;Hayir;Bazen;392;Satis;2;4;Tip;1;1670;4;Erkek;93;3;2;Satis Yoneticisi;4;Bosanmis;5505;3921;1;Y;Hayir;14;3;3;80;2;6;5;3;6;2;0;4
32;Hayir;Bazen;977;Arastirma Gelistirme;2;3;Tip;1;1671;4;Erkek;45;3;2;Arastirmaci;2;Bosanmis;5470;25518;0;Y;Hayir;13;3;3;80;2;10;4;2;9;5;1;6
31;Hayir;Bazen;1112;Satis;5;4;Fen;1;1673;1;Kadin;67;3;2;Satis Yoneticisi;4;Evli;5476;22589;1;Y;Hayir;11;3;1;80;2;10;2;3;10;0;0;2
49;Hayir;Bazen;464;Arastirma Gelistirme;16;3;Tip;1;1674;4;Kadin;74;3;1;Lobarant;1;Bosanmis;2587;24941;4;Y;Evet;16;3;2;80;1;17;2;2;2;2;2;2
38;Hayir;Surekli;148;Arastirma Gelistirme;2;3;Tip;1;1675;4;Kadin;42;2;1;Lobarant;2;Bekar;2440;23826;1;Y;Hayir;22;4;2;80;0;4;3;3;4;3;3;3
47;Hayir;Bazen;1225;Satis;2;4;Fen;1;1676;2;Kadin;47;4;4;Yonetici;2;Bosanmis;15972;21086;6;Y;Hayir;14;3;3;80;3;29;2;3;3;2;1;2
49;Hayir;Bazen;809;Arastirma Gelistirme;1;3;Fen;1;1677;3;Erkek;36;3;4;Yonetici;3;Bekar;15379;22384;4;Y;Hayir;14;3;1;80;0;23;2;3;8;7;0;0
41;Hayir;Bazen;1206;Satis;23;2;Fen;1;1678;4;Erkek;80;3;3;Satis Yoneticisi;3;Bekar;7082;11591;3;Y;Evet;16;3;4;80;0;21;2;3;2;0;0;2
20;Hayir;Bazen;727;Satis;9;1;Fen;1;1680;4;Erkek;54;3;1;Satis Temsilcisi;1;Bekar;2728;21082;1;Y;Hayir;11;3;1;80;0;2;3;3;2;2;0;2
33;Hayir;Hic;530;Satis;16;3;Fen;1;1681;3;Kadin;36;3;2;Satis Yoneticisi;4;Bosanmis;5368;16130;1;Y;Evet;25;4;3;80;1;7;2;3;6;5;1;2
36;Hayir;Bazen;1351;Arastirma Gelistirme;26;4;Fen;1;1682;1;Erkek;80;3;2;Saglik IsleriTemsilcisi;3;Evli;5347;7419;6;Y;Hayir;14;3;2;80;2;10;2;2;3;2;0;2
44;Hayir;Bazen;528;Insan Kaynaklari;1;3;Fen;1;1683;3;Kadin;44;3;1;Insan Kaynaklari;4;Bosanmis;3195;4167;4;Y;Evet;18;3;1;80;3;8;2;3;2;2;2;2
23;Evet;Bazen;1320;Arastirma Gelistirme;8;1;Tip;1;1684;4;Erkek;93;2;1;Lobarant;3;Bekar;3989;20586;1;Y;Evet;11;3;1;80;0;5;2;3;5;4;1;2
38;Hayir;Bazen;1495;Arastirma Gelistirme;4;2;Tip;1;1687;4;Kadin;87;3;1;Lobarant;3;Evli;3306;26176;7;Y;Hayir;19;3;4;80;1;7;5;2;0;0;0;0
53;Hayir;Bazen;1395;Arastirma Gelistirme;24;4;Tip;1;1689;2;Erkek;48;4;3;Saglik IsleriTemsilcisi;4;Evli;7005;3458;3;Y;Hayir;15;3;3;80;0;11;2;3;4;3;1;2
48;Evet;Surekli;708;Satis;7;2;Tip;1;1691;4;Kadin;95;3;1;Satis Temsilcisi;3;Evli;2655;11740;2;Y;Evet;11;3;3;80;2;19;3;3;9;7;7;7
32;Evet;Bazen;1259;Arastirma Gelistirme;2;4;Fen;1;1692;4;Erkek;95;3;1;Lobarant;2;Bekar;1393;24852;1;Y;Hayir;12;3;1;80;0;1;2;3;1;0;0;0
26;Hayir;Hic;786;Arastirma Gelistirme;7;3;Tip;1;1693;4;Erkek;76;3;1;Lobarant;4;Bekar;2570;11925;1;Y;Hayir;20;4;3;80;0;7;5;3;7;7;5;7
55;Hayir;Bazen;1441;Arastirma Gelistirme;22;3;Teknik;1;1694;1;Erkek;94;2;1;Arastirmaci;2;Bosanmis;3537;23737;5;Y;Hayir;12;3;4;80;1;8;1;3;4;2;1;2
34;Hayir;Bazen;1157;Arastirma Gelistirme;5;2;Tip;1;1696;2;Erkek;57;2;2;Lobarant;4;Evli;3986;11912;1;Y;Hayir;14;3;3;80;1;15;3;4;15;10;4;13
60;Hayir;Bazen;370;Arastirma Gelistirme;1;4;Tip;1;1697;3;Erkek;92;1;3;Saglik IsleriTemsilcisi;4;Bosanmis;10883;20467;3;Y;Hayir;20;4;3;80;1;19;2;4;1;0;0;0
33;Hayir;Bazen;267;Arastirma Gelistirme;21;3;Tip;1;1698;2;Erkek;79;4;1;Lobarant;2;Evli;2028;13637;1;Y;Hayir;18;3;4;80;3;14;6;3;14;11;2;13
37;Hayir;Surekli;1278;Satis;1;4;Tip;1;1700;3;Erkek;31;1;2;Satis Yoneticisi;4;Bosanmis;9525;7677;1;Y;Hayir;14;3;3;80;2;6;2;2;6;3;1;3
34;Hayir;Bazen;678;Arastirma Gelistirme;19;3;Fen;1;1701;2;Kadin;35;2;1;Arastirmaci;4;Evli;2929;20338;1;Y;Hayir;12;3;2;80;0;10;3;3;10;9;8;7
23;Evet;Bazen;427;Satis;7;3;Fen;1;1702;3;Erkek;99;3;1;Satis Temsilcisi;4;Bosanmis;2275;25103;1;Y;Evet;21;4;2;80;1;3;2;3;3;2;0;2
44;Hayir;Bazen;921;Arastirma Gelistirme;2;3;Fen;1;1703;3;Kadin;96;4;3;Saglik IsleriTemsilcisi;4;Evli;7879;14810;1;Y;Evet;19;3;2;80;1;9;2;3;8;7;6;7
35;Hayir;Surekli;146;Arastirma Gelistirme;2;4;Tip;1;1704;1;Erkek;79;2;1;Arastirmaci;4;Bekar;4930;13970;0;Y;Evet;14;3;3;80;0;6;2;4;5;4;1;4
43;Hayir;Bazen;1179;Satis;2;3;Tip;1;1706;4;Erkek;73;3;2;Satis Yoneticisi;4;Evli;7847;6069;1;Y;Evet;17;3;1;80;1;10;3;3;10;9;8;8
24;Hayir;Bazen;581;Arastirma Gelistirme;9;3;Tip;1;1707;3;Erkek;62;4;1;Arastirmaci;3;Evli;4401;17616;1;Y;Hayir;16;3;4;80;1;5;1;3;5;3;0;4
41;Hayir;Bazen;918;Satis;6;3;Pazarlama;1;1708;4;Erkek;35;3;3;Satis Yoneticisi;3;Bekar;9241;15869;1;Y;Hayir;12;3;2;80;0;10;3;3;10;8;8;7
29;Hayir;Bazen;1082;Arastirma Gelistirme;9;4;Tip;1;1709;4;Kadin;43;3;1;Lobarant;3;Evli;2974;25412;9;Y;Hayir;17;3;3;80;1;9;2;3;5;3;1;2
36;Hayir;Bazen;530;Satis;2;4;Fen;1;1710;3;Kadin;51;3;2;Satis Temsilcisi;4;Bekar;4502;7439;3;Y;Hayir;15;3;3;80;0;17;2;2;13;7;6;7
45;Hayir;Hic;1238;Arastirma Gelistirme;1;1;Fen;1;1712;3;Erkek;74;2;3;Saglik IsleriTemsilcisi;3;Evli;10748;3395;3;Y;Hayir;23;4;4;80;1;25;3;2;23;15;14;4
24;Evet;Bazen;240;Insan Kaynaklari;22;1;Insan Kaynaklari;1;1714;4;Erkek;58;1;1;Insan Kaynaklari;3;Evli;1555;11585;1;Y;Hayir;11;3;3;80;1;1;2;3;1;0;0;0
47;Evet;Surekli;1093;Satis;9;3;Fen;1;1716;3;Erkek;82;1;4;Satis Yoneticisi;3;Evli;12936;24164;7;Y;Hayir;11;3;3;80;0;25;3;1;23;5;14;10
26;Hayir;Bazen;390;Arastirma Gelistirme;17;4;Tip;1;1718;4;Erkek;62;1;1;Lobarant;3;Evli;2305;6217;1;Y;Hayir;15;3;3;80;3;3;3;4;3;2;0;2
45;Hayir;Bazen;1005;Arastirma Gelistirme;28;2;Teknik;1;1719;4;Kadin;48;2;4;Arastirma Direktoru;2;Bekar;16704;17119;1;Y;Hayir;11;3;3;80;0;21;2;3;21;6;8;6
32;Hayir;Surekli;585;Arastirma Gelistirme;10;3;Fen;1;1720;1;Erkek;56;3;1;Arastirmaci;3;Evli;3433;17360;6;Y;Hayir;13;3;1;80;1;10;3;2;5;2;1;3
31;Hayir;Bazen;741;Arastirma Gelistirme;2;4;Fen;1;1721;2;Erkek;69;3;1;Lobarant;3;Evli;3477;18103;1;Y;Hayir;14;3;4;80;1;6;2;4;5;2;0;3
41;Hayir;Hic;552;Insan Kaynaklari;4;3;Insan Kaynaklari;1;1722;3;Erkek;60;1;2;Insan Kaynaklari;2;Evli;6430;20794;6;Y;Hayir;19;3;2;80;1;10;4;3;3;2;1;2
40;Hayir;Bazen;369;Arastirma Gelistirme;8;2;Fen;1;1724;2;Kadin;92;3;2;Uretim Direktoru;1;Evli;6516;5041;2;Y;Evet;16;3;2;80;1;18;3;3;1;0;0;0
24;Hayir;Bazen;506;Arastirma Gelistirme;29;1;Tip;1;1725;2;Erkek;91;3;1;Lobarant;1;Bosanmis;3907;3622;1;Y;Hayir;13;3;2;80;3;6;2;4;6;2;1;2
46;Hayir;Bazen;717;Arastirma Gelistirme;13;4;Fen;1;1727;3;Erkek;34;3;2;Saglik IsleriTemsilcisi;2;Bekar;5562;9697;6;Y;Hayir;14;3;4;80;0;19;3;3;10;7;0;9
35;Hayir;Bazen;1370;Arastirma Gelistirme;27;4;Fen;1;1728;4;Erkek;49;3;2;Uretim Direktoru;3;Evli;6883;5151;2;Y;Hayir;16;3;2;80;1;17;3;3;7;7;0;7
30;Hayir;Bazen;793;Arastirma Gelistirme;16;1;Fen;1;1729;2;Erkek;33;3;1;Arastirmaci;4;Evli;2862;3811;1;Y;Hayir;12;3;2;80;1;10;2;2;10;0;0;8
47;Hayir;Hic;543;Satis;2;4;Pazarlama;1;1731;3;Erkek;87;3;2;Satis Yoneticisi;2;Evli;4978;3536;7;Y;Hayir;11;3;4;80;1;4;3;1;1;0;0;0
46;Hayir;Bazen;1277;Satis;2;3;Fen;1;1732;3;Erkek;74;3;3;Satis Yoneticisi;4;Bosanmis;10368;5596;4;Y;Evet;12;3;2;80;1;13;5;2;10;6;0;3
36;Evet;Bazen;1456;Satis;13;5;Pazarlama;1;1733;2;Erkek;96;2;2;Satis Yoneticisi;1;Bosanmis;6134;8658;5;Y;Evet;13;3;2;80;3;16;3;3;2;2;2;2
32;Evet;Bazen;964;Satis;1;2;Fen;1;1734;1;Erkek;34;1;2;Satis Yoneticisi;2;Bekar;6735;12147;6;Y;Hayir;15;3;2;80;0;10;2;3;0;0;0;0
23;Hayir;Bazen;160;Arastirma Gelistirme;4;1;Tip;1;1735;3;Kadin;51;3;1;Lobarant;2;Bekar;3295;12862;1;Y;Hayir;13;3;3;80;0;3;3;1;3;2;1;2
31;Hayir;Surekli;163;Arastirma Gelistirme;24;1;Teknik;1;1736;4;Kadin;30;3;2;Uretim Direktoru;4;Bekar;5238;6670;2;Y;Hayir;20;4;4;80;0;9;3;2;5;4;1;4
39;Hayir;Hic;792;Arastirma Gelistirme;1;3;Fen;1;1737;4;Erkek;77;3;2;Lobarant;4;Evli;6472;8989;1;Y;Evet;15;3;4;80;1;9;2;3;9;8;5;8
32;Hayir;Bazen;371;Satis;19;3;Fen;1;1739;4;Erkek;80;1;3;Satis Yoneticisi;3;Evli;9610;3840;3;Y;Hayir;13;3;3;80;1;10;2;1;4;3;0;2
40;Hayir;Bazen;611;Satis;7;4;Tip;1;1740;2;Erkek;88;3;5;Yonetici;2;Bekar;19833;4349;1;Y;Hayir;14;3;2;80;0;21;3;2;21;8;12;8
45;Hayir;Bazen;176;Insan Kaynaklari;4;3;Fen;1;1744;3;Kadin;56;1;3;Insan Kaynaklari;3;Evli;9756;6595;4;Y;Hayir;21;4;3;80;2;9;2;4;5;0;0;3
30;Hayir;Surekli;1312;Arastirma Gelistirme;2;4;Teknik;1;1745;4;Kadin;78;2;1;Arastirmaci;1;Bekar;4968;26427;0;Y;Hayir;16;3;4;80;0;10;2;3;9;7;0;7
24;Hayir;Surekli;897;Insan Kaynaklari;10;3;Tip;1;1746;1;Erkek;59;3;1;Insan Kaynaklari;4;Evli;2145;2097;0;Y;Hayir;14;3;4;80;1;3;2;3;2;2;2;1
30;Evet;Surekli;600;Insan Kaynaklari;8;3;Insan Kaynaklari;1;1747;3;Kadin;66;2;1;Insan Kaynaklari;4;Bosanmis;2180;9732;6;Y;Hayir;11;3;3;80;1;6;0;2;4;2;1;2
31;Hayir;Bazen;1003;Satis;5;3;Teknik;1;1749;1;Erkek;51;3;2;Satis Yoneticisi;3;Evli;8346;20943;1;Y;Hayir;19;3;3;80;1;6;3;3;5;2;0;2
27;Hayir;Bazen;1054;Arastirma Gelistirme;8;3;Tip;1;1751;3;Kadin;67;3;1;Arastirmaci;4;Bekar;3445;6152;1;Y;Hayir;11;3;3;80;0;6;5;2;6;2;1;4
29;Evet;Bazen;428;Satis;9;3;Pazarlama;1;1752;2;Kadin;52;1;1;Satis Temsilcisi;2;Bekar;2760;14630;1;Y;Hayir;13;3;3;80;0;2;3;3;2;2;2;2
29;Hayir;Surekli;461;Arastirma Gelistirme;1;3;Fen;1;1753;4;Erkek;70;4;2;Saglik IsleriTemsilcisi;3;Bekar;6294;23060;8;Y;Evet;12;3;4;80;0;10;5;4;3;2;0;2
30;Hayir;Bazen;979;Satis;15;2;Pazarlama;1;1754;3;Erkek;94;2;3;Satis Yoneticisi;1;Bosanmis;7140;3088;2;Y;Hayir;11;3;1;80;1;12;2;3;7;7;1;7
34;Hayir;Bazen;181;Arastirma Gelistirme;2;4;Tip;1;1755;4;Erkek;97;4;1;Arastirmaci;4;Evli;2932;5586;0;Y;Evet;14;3;1;80;3;6;3;3;5;0;1;2
33;Hayir;Hic;1283;Satis;2;3;Pazarlama;1;1756;4;Kadin;62;3;2;Satis Yoneticisi;2;Bekar;5147;10697;8;Y;Hayir;15;3;4;80;0;13;2;2;11;7;1;7
49;Hayir;Bazen;1313;Satis;11;4;Pazarlama;1;1757;4;Kadin;80;3;2;Satis Yoneticisi;4;Bekar;4507;8191;3;Y;Hayir;12;3;3;80;0;8;1;4;5;1;0;4
33;Evet;Bazen;211;Satis;16;3;Fen;1;1758;1;Kadin;74;3;3;Satis Yoneticisi;1;Bekar;8564;10092;2;Y;Evet;20;4;3;80;0;11;2;2;0;0;0;0
38;Hayir;Surekli;594;Arastirma Gelistirme;2;2;Tip;1;1760;3;Kadin;75;2;1;Lobarant;2;Evli;2468;15963;4;Y;Hayir;14;3;2;80;1;9;4;2;6;1;0;5
31;Evet;Bazen;1079;Satis;16;4;Pazarlama;1;1761;1;Erkek;70;3;3;Satis Yoneticisi;3;Evli;8161;19002;2;Y;Hayir;13;3;1;80;3;10;2;3;1;0;0;0
29;Hayir;Bazen;590;Arastirma Gelistirme;4;3;Teknik;1;1762;4;Kadin;91;2;1;Arastirmaci;1;Bosanmis;2109;10007;1;Y;Hayir;13;3;3;80;1;1;2;3;1;0;0;0
30;Hayir;Bazen;305;Arastirma Gelistirme;16;3;Fen;1;1763;3;Erkek;58;4;2;Saglik IsleriTemsilcisi;3;Evli;5294;9128;3;Y;Hayir;16;3;3;80;1;10;3;3;7;0;1;7
32;Hayir;Hic;953;Arastirma Gelistirme;5;4;Teknik;1;1764;2;Erkek;65;3;1;Arastirmaci;2;Bekar;2718;17674;2;Y;Hayir;14;3;2;80;0;12;3;3;7;7;0;7
38;Hayir;Bazen;833;Arastirma Gelistirme;18;3;Tip;1;1766;2;Erkek;60;1;2;Saglik IsleriTemsilcisi;4;Evli;5811;24539;3;Y;Evet;16;3;3;80;1;15;2;3;1;0;1;0
43;Evet;Surekli;807;Arastirma Gelistirme;17;3;Teknik;1;1767;3;Erkek;38;2;1;Arastirmaci;3;Evli;2437;15587;9;Y;Evet;16;3;4;80;1;6;4;3;1;0;0;0
42;Hayir;Bazen;855;Arastirma Gelistirme;12;3;Tip;1;1768;2;Erkek;57;3;1;Lobarant;2;Bosanmis;2766;8952;8;Y;Hayir;22;4;2;80;3;7;6;2;5;3;0;4
55;Hayir;Bazen;478;Arastirma Gelistirme;2;3;Tip;1;1770;3;Erkek;60;2;5;Arastirma Direktoru;1;Evli;19038;19805;8;Y;Hayir;12;3;2;80;3;34;2;3;1;0;0;0
33;Hayir;Hic;775;Arastirma Gelistirme;4;3;Teknik;1;1771;4;Erkek;90;3;2;Arastirmaci;2;Bosanmis;3055;6194;5;Y;Hayir;15;3;4;80;2;11;2;2;9;8;1;7
